"Début d'événement";"Type d'événement";"Lieu de l'événement";"Nom Organisme";"Type d'organisme";"Identifiant";"Style";"Categorie";"Genre";"Titre";"Texte Début";"Texte Milieu";"Texte Fin";"Commune";"Département";"Code INSEE";"Code Postal";"Coordonnées GPS";"Date Modification";"Jour Min";"Jour Max";"Tarif Mention Payant";"Tarif Général";"Tarif Réduit";"Tarif Autre";"Photo 1 Légende";"Photo 1 Crédit";"Photo 2 Légende";"Photo 2 Crédit";"Photo 3 Légende";"Photo 3 Crédit";"Age Minimum";"Liens Vidéos"
"2016-09-28";"Atelier, activité de loisirs";"44/Machecoul-Saint-Même";"Clic pass'âges";"Association";"5254862";"Loisirs et sports";"Atelier, activité de loisirs";"Autre";"Sophrologie";"";"La sophrologie est une technique permettent de se détendre, de libérer ses tensions physiques et mentales, de renforcer la confiance en soi, d'améliorer son sommeil et sa concentration.";"Du mercredi 28 septembre 2016 au mercredi 28 juin 2017, 14h15, Salle des Régents, rue des Régents, Machecoul-Saint-Même. Tarif 7€, autre : la séance, 32 séances, 228 € pour l'année. Inscription avant le 5 octobre. Contact : 02 51 70 93 37, 02 51 70 93 37, clicmachecoul-animation@laposte.net";"Machecoul-Saint-Même";"44";"44087";"44270";"46.9953, -1.820473";"2016-09-14";"2016-09-28";"2017-06-28";"oui";"7";"";"la séance, 32 séances, 228 € pour l'année.";"";"";"";"";"";"";"";""
"2017-01-19";"Concert";"44/Nantes";"le Lieu-Unique";"Équipement à but non lucratif (culture, sport et loisir)";"5160669";"Concerts, spectacles";"Concert, spectacle musical";"Chanson";"Katerine";"";"Avec « Le film », son dernier album, Philippe Katerine se raconte tendrement, avec humilité. Il y travaille ses mélodies avec grand style et une aisance extraordinaire. On peut compter sur son grain de folie pour interpréter sur scène, aux côtés de la pianiste Dana Ciocarlie.";"Jeudi 19, vendredi 20 janvier, 20h30, Le Lieu-Unique, quai Ferdinand-Favre, Nantes. Tarif 22€, réduit 12€. Réservation : 02 40 12 14 34, www.lelieuunique.com";"Nantes";"44";"44109";"44000";"47.21558, -1.545569";"2016-06-27";"2017-01-19";"2017-01-20";"oui";"22";"12";"";"";"";"";"";"";"";"";""
"2017-01-21";"Spectacle";"44/La Baule-Escoublac";"L'Escou'Rire, troupe de théâtre de l'Asce";"Association";"5405989";"Concerts, spectacles";"Autres scènes";"Théâtre";"Réservation théâtre L’Escou’Rire saison 2017";"Théâtre.";"Représentation théâtrale de 2 comédies les 4, 5, 10, 11, 12 février et les 3, 4, 5, 10, 11, 12 et 18 mars à la salle Alain-Burban à Escoublac. Vendredi et samedi 20 h 30, dimanche 15 h. Réservation.";"Samedi 21 janvier, 10h à 12h30 et 14h à 15h30, Maison des associations, face à la mairie d'Escoublac, La Baule-Escoublac. Tarif 8€, autre : 4 € moins de 12 ans. Contact : asce-theatre@kazeo.com";"La Baule-Escoublac";"44";"44055";"44500";"47.29377, -2.358786";"2017-01-13";"2017-01-21";"2017-01-21";"oui";"8";"";"4 € moins de 12 ans";"";"";"";"";"";"";"";""
"2017-01-05";"Horaire, permanence";"44/Guérande";"Al-Anon - Alateen";"Association";"5382424";"Vie quotidienne";"Horaires, ouverture, permanence";"Permanence";"Al-Anon - Alateen - Association d'aide aux familles et amis des alcooliques";"Permanence.";"L’association a pour but d’aider les familles face aux problèmes suscités par la consommation excessive d’alcool d’un proche ou d’un ami. Permanence tous les 1er, 2e et 4e jeudi de chaque mois à 20 h. Prochaine réunion le 22 décembre 2016 à 20 h.";"Jeudi 5, jeudi 12, jeudi 26 janvier 2017, 20h, Salle Ste Anne, 7, rue Charles-Muller, Guérande. Contact : 06 66 72 96 45.";"Guérande";"44";"44069";"44350";"47.32782, -2.42942";"2016-12-13";"2017-01-05";"2017-01-26";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-21";"Sport";"44/La Montagne";"Les Montagnards basket";"Association";"5429747";"Loisirs et sports";"Sport";"Mémento sportif";"Les Montagnards basket";"Mémento sportif.";"Samedi : à 13 h, U09-M3 LM contre Rouans BC ; à 14 h 30, U09-F2-LM contre Gars d'Herbauges Bouaye ; à 16 h, U11-MIX-LM contre AL Ouche-Dinier Rezé ; à 17 h 30, U13-M1-LMBB contre CTC Loire Acheneau basket. Dimanche : à 12 h, U15-F-LMBB contre CSP Retz basket ; à 14 h, U17-M1-LM contre AL Chauvinière ; à 16 h, seniors M2-LMBB contre Saint-Nazaire Olympique sportif.";"Samedi 21, dimanche 22 janvier, Salle Saint-Exupéry, rue Albert-Camus, La Montagne. Contact : lesmontagnardsbasket@free.fr, http://lesmontagnardsbasket.free.fr";"La Montagne";"44";"44101";"44620";"47.18372, -1.682214";"2017-01-18";"2017-01-21";"2017-01-22";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-21";"Sport";"44/Basse-Goulaine";"Athletic club Basse-Goulaine";"Association";"5429649";"Loisirs et sports";"Sport";"Mémento sportif";"Athletic club Basse-Goulaine";"Mémento sportif.";"Samedi : à 10 h 30, U11 A, B et C reçoivent Sorting club de Nantes ; à 14 h, U13 D 1 reçoivent Thouaré US C. Dimanche : à 10 h 30, U17 DH reçoivent Vertou Ussa B ; à 15 h, en championnat district division 2, seniors B second du groupe D recoivent Ancenis RC 44 B ; à l'extérieur en championnat de division régionale honneur, seniors A se deplacent à Saumur Bayard AS A au stade Pierre-Bodman, avenue de l'Ene.";"Samedi 21, dimanche 22 janvier, Stade Henri-Michel, Basse-Goulaine.";"Basse-Goulaine";"44";"44009";"44115";"47.21559, -1.46539";"2017-01-18";"2017-01-21";"2017-01-22";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-21";"Concert";"44/Rezé";"espace culturel Atout-sud";"Équipement à but non lucratif (culture, sport et loisir)";"5423268";"Concerts, spectacles";"Concert, spectacle musical";"Autre";"Peter Henry Phillips en showcase";"";"Pierre-Philippe Côté, aka Peter Henry Phillips, est un jeune auteur compositeur interprète multi-instrumentiste québécois, qui a fait ses débuts en tant que musicien aux côtés de nombreux artistes comme Ariane Moffatt, Jorane, Lewis Furey. Nominé dans la catégorie « album folk » de l’année au Canada";". Samedi 21 janvier, 17h, Espace culturel Atout-Sud, 1, rue Ordronneau, Rezé. Gratuit. Contact : 02 51 70 70 40.";"Rezé";"44";"44143";"44400";"47.18673, -1.543891";"2017-01-17";"2017-01-21";"2017-01-21";"non";"";"";"";"Peter Henry Phillips";"© Barry Russel";"Peter Henry Phillips ""The Origin""";"";"";"";"";""
"2016-09-05";"Formation, vie scolaire, concours";"44/La Chapelle-des-Marais";"Union départementale des associations familiales de Loire-Atlantique";"Association";"5143143";"Réunions formations cérémonies";"Formation, vie scolaire, examens, concours";"Vie scolaire (inscriptions...)";"Lectures Lire et faire lire";"";"L'Udaf 44 recherche des bénévoles de plus de 50 ans pour proposer des lectures hebdomadaires à des petits groupes d'enfants dans le cadre du programme Lire et faire lire. L'objectif est de transmettre aux enfants le plaisir de la lecture et favoriser le lien intergénérationnel.";"Jusqu'au vendredi 30 juin 2017, Ecole Sainte-Marie, 7 Rue des Jardins de Treland, La Chapelle-des-Marais. Contact : 02 51 80 30 04, info@udaf44.asso.fr, www.udaf44.fr";"La Chapelle-des-Marais";"44";"44030";"44410";"47.45081, -2.235593";"2016-09-08";"2016-09-05";"2017-06-30";"non";"";"";"";"";"";"";"";"";"";"";""
"2016-09-08";"Formation, vie scolaire, concours";"44/Saint-Jean-de-Boiseau";"Union départementale des associations familiales de Loire-Atlantique";"Association";"5245921";"Réunions formations cérémonies";"Formation, vie scolaire, examens, concours";"Vie scolaire (inscriptions...)";"Lectures « Lire et faire lire »";"";"Reprise des lectures hebdomadaires à des petits groupes d'enfants dans le cadre du programme Lire et faire lire. L'objectif est de transmettre le plaisir de la lecture et favoriser le lien intergénérationnel. Les personnes de plus de 50 ans qui souhaitent participer peuvent contacter l'Udaf.";"Jusqu'au vendredi 30 juin 2017, École Saint-Marc, 4, rue Charles-de-Gaulle, Saint-Jean-de-Boiseau. Gratuit. Contact : 02 51 80 30 04, info@udaf44.asso.fr, www.udaf44.fr";"Saint-Jean-de-Boiseau";"44";"44166";"44640";"47.19583, -1.72404";"2016-09-08";"2016-09-08";"2017-06-30";"non";"";"";"";"";"";"";"";"";"";"";""
"2016-10-17";"Formation, vie scolaire, concours";"44/Clisson";"Union départementale des associations familiales de Loire-Atlantique";"Association";"5303928";"Réunions formations cérémonies";"Formation, vie scolaire, examens, concours";"Vie scolaire (inscriptions...)";"Lire et faire lire";"";"Les ateliers de lecture d'histoires à voix haute à des petits groupes d'enfants ont repris. L'objectif est de transmettre le goût de la lecture et de favoriser le lien intergénérationnel. Les personnes de 50 ans et plus intéressées peuvent contacter l'Udaf 44.";"Jusqu'au vendredi 30 juin 2017, École Sainte-Famille, Clisson. Gratuit. Contact : 02 51 80 30 04, info@udaf44.asso.fr, www.udaf44.fr";"Clisson";"44";"44043";"44190";"47.0886, -1.27787";"2016-10-18";"2016-10-17";"2017-06-30";"non";"";"";"";"";"";"";"";"";"";"";""
"2016-09-08";"Formation, vie scolaire, concours";"44/Touvois";"Union départementale des associations familiales de Loire-Atlantique";"Association";"5245925";"Réunions formations cérémonies";"Formation, vie scolaire, examens, concours";"Vie scolaire (inscriptions...)";"Lectures « Lire et faire lire »";"";"Reprise des lectures hebdomadaires à des petits groupes d'enfants dans le cadre du programme Lire et faire lire. L'objectif est de transmettre le plaisir de la lecture et favoriser le lien intergénérationnel. Les personnes de plus de 50 ans qui souhaitent participer peuvent contacter l'Udaf.";"Jusqu'au vendredi 30 juin 2017, École Saint-Michel, 12, rue de la Forêt, Touvois. Gratuit. Contact : 02 51 80 30 04, info@udaf44.asso.fr, www.udaf44.fr";"Touvois";"44";"44206";"44650";"46.9008, -1.68485";"2016-09-08";"2016-09-08";"2017-06-30";"non";"";"";"";"";"";"";"";"";"";"";""
"2016-09-12";"Sport";"44/Nozay";"Eric Kuhn";"Autre organisme à but non lucratif";"5234324";"Loisirs et sports";"Sport";"Autre";"Reprise des cours d’aïkido";"";"L’aïkido art martial de paix est une excellente pratique pour gérer le stress et les conflits, s’assouplir à tous niveaux, améliorer l’équilibre et la confiance et augmenter son énergie. Pas de compétition mais une collaboration respectueuse des limites de chacun. Sur Youtube : Kobayashi Ryu Aikido.";"Du lundi 12 septembre 2016 au vendredi 30 juin 2017, Espace sportif de la Chenaie, route de Nort-sur-Erdre, Nozay. Gratuit. Contact et réservation : 02 40 29 45 39.";"Nozay";"44";"44113";"44170";"47.56105, -1.624977";"2016-09-06";"2016-09-12";"2017-06-30";"non";"";"";"";"";"";"";"";"";"";"";""
"2016-12-19";"Communiqué public";"44/Carquefou";"Ville de Carquefou";"Mairie";"5393291";"Vie quotidienne";"Autres communiqués des administrations (mairie...)";"Autre";"Inscription dans les écoles publiques";"";"Les familles dont les enfants ne sont pas encore scolarisés dans une école publique de la commune sont invitées à procéder à leur inscription en Mairie, auprès du Guichet Unique. Le nombre d'inscrits est ensuite communiqué à l'Inspection Académique pour l'organisation de la rentrée scolaire 2017.";"Jusqu'au mardi 28 février, Carquefou. Contact : 02 28 22 22 30.";"Carquefou";"44";"44026";"44470";"47.29689, -1.49222";"2016-12-20";"2016-12-19";"2017-02-28";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-22";"Sport";"44/Treffieux";"Lustvi (Louisfert union sportive treffiolais, vincentais, isséens)";"Association";"5427865";"Loisirs et sports";"Sport";"Mémento sportif";"LUSTVI (Louisfert union sportive treffiolais, vincentais, isséens)";"Mémento sportif.";"Dimanche, à 13 h, LUSTVI (D) contre Erbray Jeunes (C) ; à 15 h, LUSTVI (A) contre Teillé-Ligné-Mouzeil (B) à Treffieux. Après les matches, galette des Rois à 18 h 30 à la salle municipale.";"Dimanche 22 janvier, Salle du temps libre, rue de la Libération, Treffieux.";"Treffieux";"44";"44208";"44170";"47.6215, -1.536597";"2017-01-17";"2017-01-22";"2017-01-22";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-20";"Horaire, permanence";"44/Pornic";"Mouvement vie libre";"Association";"5424548";"Vie quotidienne";"Horaires, ouverture, permanence";"Permanence";"Vie libre";"Permanence.";"L'équipe de base de la section de la Côte de Jade addictions et alcool tiendra sa permance mensuelle. Permnences téléphoniques :  Paimbœuf au 06 10 97 91 98 ; Pornic 06 30 89 54 75 ; Saint-Brévin 02 28 53 96 06.";"Vendredi 20 janvier, 20h30, Pôle social, 1, rue Jean-Sarment, Pornic.";"Pornic";"44";"44131";"44210";"47.12463, -2.111488";"2017-01-16";"2017-01-20";"2017-01-20";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-21";"Réunion, assemblée";"44/Pornic";"Mouvement vie libre";"Association";"5424521";"Réunions formations cérémonies";"Réunions, conseils, assemblées générales";"Assemblée générale";"Mouvement libre section de la Côte de Jade addictions et alcool";"Assemblée générale.";"Galette des rois en fin de réunion.";"Samedi 21 janvier, 15h, Salle des fêtes, le Clion-sur-Mer, Pornic. Contact : 06 30 89 54 75.";"Pornic";"44";"44131";"44210";"47.11585, -2.10238";"2017-01-16";"2017-01-21";"2017-01-21";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-22";"Jeux, concours";"44/Assérac";"Ville d'Assérac, accueil";"Mairie";"5399769";"Loisirs et sports";"Jeux, concours, rallye";"Concours";"Concours de belote";"";"Proposé par Accueil et amitiés.";"Dimanche 22 janvier, 13h30, Salle de la Fontaine, Assérac.";"Assérac";"44";"44006";"44410";"47.42906, -2.39018";"2016-12-26";"2017-01-22";"2017-01-22";"non";"";"";"";"";"";"";"";"";"";"";""
"2016-09-12";"Sport";"44/Saint-Nazaire";"Form' estuaire";"Association";"5227218";"Loisirs et sports";"Sport";"Autre";"Association Form' estuaire";"Équilibre et stretching.";"Form’équilibre est un programme destiné à prévenir les chutes, préserver sa souplesse, sa mobilité articulaire, son tonus musculaire par des activités variées et ludique. Form’stretching sont des séances destinées à étirer, délier, assouplir et détendre le corps.";"Du lundi 12 septembre 2016 au jeudi 29 juin 2017, 10h à 11h30 et 10h15 à 11h45, Saint-Nazaire. Tarif 120€. Contact et réservation : 06 63 77 08 00, bcharon@orange.fr";"Saint-Nazaire";"44";"44184";"44600";"47.27433, -2.21372";"2016-09-01";"2016-09-12";"2017-06-29";"oui";"120";"";"";"Form' équilibre";"Form' estuaire";"F";"Form' estuaire";"";"Form' estuaire";"";""
"2016-12-21";"Exposition, musée";"44/Thouaré-sur-Loire";"Ville de Thouaré-sur-Loire";"Mairie";"5396505";"Voir visiter";"Exposition, musée";"Exposition";"Jouets d’autrefois";"Exposition.";"André Blanchard, lucéen passionné de jouets anciens, expose une partie de sa collection. Vernissage, vendredi 6 janvier à 18 h. Accès libre.";"Jusqu'au mardi 28 février, Espace la Morvandière, 23, rue de Mauves, Thouaré-sur-Loire. Gratuit. Contact : 02 40 68 06 05, www.thouare.fr";"Thouaré-sur-Loire";"44";"44204";"44470";"47.26852, -1.437595";"2016-12-22";"2016-12-21";"2017-02-28";"non";"";"";"";"Jouets anciens du collectionneur André Blanchard";"André Blanchard";"";"";"";"";"";""
"2016-08-29";"Jeux, concours";"44/Nantes";"Bac 44";"Association";"5227200";"Loisirs et sports";"Jeux, concours, rallye";"Autre";"Tournois de bridge Bac 44";"";"Les participants jouent des tournois enregistrés par la fédération Française de bridge, cela permet un classement national. Lieu de rencontre et d'échanges autour de repas pris ensemble au cours de l'année. Du lundi au vendredi à 14 h, le lundi à 21 h.";"Jusqu'au vendredi 30 juin 2017, 14h, 2, rue Léon-Jost, Nantes. Tarif 6€, réduit 4€. Contact : 06 06 42 39 11, 02 40 74 57 73, bac44@orange.fr, www.bac44.fr";"Nantes";"44";"44109";"44000";"47.21684, -1.55674";"2016-08-30";"2016-08-29";"2017-06-30";"oui";"6";"4";"";"";"";"";"";"";"";"";""
"2016-09-12";"Sport";"44/La Baule-Escoublac";"Association sophrologie, forme et bien-être";"Association";"5212377";"Loisirs et sports";"Sport";"Autre";"Association ASFBE section sports La Baule";"";"Différentes techniques spécifiques basées sur la respiration. Maximum 15 personnes par séance (encadrement diplômé). Lundi gym sur ballon, 14 h (renforcement dos, équilibre, ventre, cuisses), 15 h étirements-assouplissements ; jeudi gym posturale 14 h (renforcements musculaires).";"Du lundi 12 septembre 2016 au dimanche 18 juin 2017, 15, avenue de la Morandais, La Baule-Escoublac. Tarif 138 € l’activité saison 16/17 réduit à partir de 2 activités. Contact et réservation : 06 78 71 47 47.";"La Baule-Escoublac";"44";"44055";"44500";"47.28973, -2.372657";"2016-08-19";"2016-09-12";"2017-06-18";"oui";"";"";"138 € l’activité saison 16/17 réduit à partir de 2 activités";"";"";"";"";"";"";"";""
"2017-01-20";"Horaire, permanence";"44/Pontchâteau";"CLCV: consommation logement cadre de vie, association locale de Pontchâteau";"Association";"5426928";"Vie quotidienne";"Horaires, ouverture, permanence";"Permanence";"Défense des consommateurs CLCV";"Permanence.";"Réception sans rendez-vous pour les litiges relatifs à la consommation et au logement. L'association CLCV de Pontchâteau recherche des bénévoles pour participer à la tenue des permanences, formation assurée par l'Union départementale de Loire Atlantique à Nantes.";"Vendredi 20 janvier, 18h à 19h, Local CLCV, 17, rue de la Cadivais, Pontchâteau. Contact et réservation : 02 40 66 16 44, 06 22 19 22 40, pont-chateau@clcv.org, www.clcv.org";"Pontchâteau";"44";"44129";"44160";"47.43209, -2.081525";"2017-01-17";"2017-01-20";"2017-01-20";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-21";"Sport";"44/Mauves-sur-Loire";"Le Cellier FC";"Association";"5428005";"Loisirs et sports";"Sport";"Mémento sportif";"Le Cellier Mauves FC";"Mémento sportif.";"Samedi, stade des Loquets, à 14 h, U13 contre Saint-Sébastien Profondine ; en déplacement, U15 contre Saint-Sébastien-sur-Loire. Dimanche, stade des Loquets, à 10 h 30, U18 contre Saint-Mars-du-Désert ; à 15 h, seniors B contre Treillières ; en déplacement, à 13 h, seniors C à Monnières contre La Chapelle-Heulin ; à 15 h, seniors A contre Rezé AEPR.";"Samedi 21, dimanche 22 janvier, Stade des Loquets, Mauves-sur-Loire.";"Mauves-sur-Loire";"44";"44094";"44470";"47.29545, -1.39366";"2017-01-17";"2017-01-21";"2017-01-22";"non";"";"";"";"";"";"";"";"";"";"";""
